OrderId, Date, Customer, Product, Category, Quantity, Price 
1367,2023-08-23,Neha Verma,Notebook,Stationery,5,99
1368,2023-12-14,Neha Verma,Notebook,Stationery,1,99
1377,2023-12-29,Priya Singh,Pen,Stationery,2,20
1380,2023-08-28,Neha Verma,Pen,Stationery,2,20
1381,2023-10-19,Amit Sharma,Pen,Stationery,1,20
1382,2023-08-15,Amit Sharma,Marker,Stationery,1,35
1383,2023-11-17,Amit Sharma,Pen,Stationery,2,20
1384,2023-06-29,Priya Singh,Pen,Stationery,1,20
1387,2023-02-01,Neha Verma,Notebook,Stationery,5,99
1389,2023-03-07,Neha Verma,Notebook,Stationery,5,99
1391,2023-03-15,Rohit Gupta,Marker,Stationery,2,35
1394,2023-12-10,Anjali Chauhan,Pen,Stationery,1,20
1396,2023-04-29,Amit Sharma,Pen,Stationery,2,20
1401,2023-11-22,Amit Sharma,Notebook,Stationery,4,99
1403,2023-02-10,Anjali Chauhan,Pen,Stationery,2,20
1404,2023-09-27,Neha Verma,Notebook,Stationery,1,99
1408,2023-09-22,Priya Singh,Pen,Stationery,3,20
1410,2023-04-13,Anjali Chauhan,Notebook,Stationery,4,99
1416,2023-02-28,Anjali Chauhan,Marker,Stationery,2,35
1417,2023-05-20,Neha Verma,Pen,Stationery,4,20
1419,2023-03-25,Neha Verma,Marker,Stationery,3,35
1425,2023-04-27,Neha Verma,Pen,Stationery,3,20
1431,2023-08-18,Anjali Chauhan,Notebook,Stationery,3,99
1438,2023-06-11,Neha Verma,Pen,Stationery,5,20
1440,2023-03-10,Amit Sharma,Notebook,Stationery,3,99
1447,2023-06-17,Rohit Gupta,Marker,Stationery,3,35
1450,2023-03-21,Neha Verma,Notebook,Stationery,3,99
1451,2023-06-14,Neha Verma,Notebook,Stationery,2,99
1456,2023-01-10,Amit Sharma,Marker,Stationery,2,35
1458,2023-09-07,Rohit Gupta,Notebook,Stationery,3,99
1459,2023-03-07,Anjali Chauhan,Pen,Stationery,4,20
1460,2023-08-24,Priya Singh,Pen,Stationery,5,20
1464,2023-02-24,Neha Verma,Notebook,Stationery,3,99
1465,2023-02-09,Priya Singh,Notebook,Stationery,1,99
1467,2023-10-12,Rohit Gupta,Notebook,Stationery,4,99
1471,2023-11-20,Rahul Mehta,Pen,Stationery,5,20
1472,2023-07-16,Rohit Gupta,Pen,Stationery,4,20
1476,2023-04-26,Rohit Gupta,Notebook,Stationery,1,99
1480,2023-02-26,Rahul Mehta,Notebook,Stationery,1,99
1482,2023-04-28,Neha Verma,Notebook,Stationery,2,99
1488,2023-11-15,Anjali Chauhan,Marker,Stationery,3,35
1490,2023-07-11,Amit Sharma,Notebook,Stationery,1,99
1495,2023-05-20,Priya Singh,Notebook,Stationery,3,99
1496,2023-01-29,Amit Sharma,Marker,Stationery,3,35
1498,2023-07-02,Anjali Chauhan,Marker,Stationery,3,35
1499,2023-03-17,Rahul Mehta,Notebook,Stationery,3,99
1503,2023-03-07,Neha Verma,Marker,Stationery,3,35
1504,2023-11-13,Rohit Gupta,Notebook,Stationery,1,99
1505,2023-11-16,Rahul Mehta,Pen,Stationery,1,20
1508,2023-10-30,Anjali Chauhan,Marker,Stationery,4,35
1520,2023-03-03,Priya Singh,Notebook,Stationery,2,99
1521,2023-05-06,Neha Verma,Pen,Stationery,2,20
1528,2023-06-13,Amit Sharma,Marker,Stationery,2,35
1529,2023-09-12,Anjali Chauhan,Pen,Stationery,1,20
1533,2023-05-26,Anjali Chauhan,Notebook,Stationery,5,99
1536,2023-09-29,Rohit Gupta,Notebook,Stationery,2,99
1539,2023-12-22,Amit Sharma,Pen,Stationery,5,20
1541,2023-10-27,Rahul Mehta,Pen,Stationery,1,20
1543,2023-09-19,Rohit Gupta,Notebook,Stationery,2,99
1544,2023-04-16,Anjali Chauhan,Notebook,Stationery,3,99
1546,2023-01-19,Rahul Mehta,Notebook,Stationery,3,99
1547,2023-07-13,Neha Verma,Marker,Stationery,5,35
1549,2023-12-26,Amit Sharma,Marker,Stationery,1,35
1551,2023-08-30,Amit Sharma,Marker,Stationery,5,35
1558,2023-10-23,Rahul Mehta,Pen,Stationery,1,20
1562,2023-06-27,Priya Singh,Pen,Stationery,2,20
1566,2023-04-16,Anjali Chauhan,Marker,Stationery,2,35
1572,2023-08-10,Rahul Mehta,Marker,Stationery,3,35
1576,2023-05-21,Neha Verma,Marker,Stationery,2,35
1577,2023-04-22,Rohit Gupta,Pen,Stationery,2,20
1580,2023-07-19,Rohit Gupta,Notebook,Stationery,1,99
1581,2023-11-13,Neha Verma,Notebook,Stationery,1,99
1582,2023-04-07,Priya Singh,Notebook,Stationery,2,99
1583,2023-12-31,Rohit Gupta,Notebook,Stationery,4,99
1587,2023-07-25,Neha Verma,Notebook,Stationery,4,99
1590,2023-09-21,Neha Verma,Notebook,Stationery,5,99
1593,2023-05-01,Rahul Mehta,Notebook,Stationery,5,99
1596,2023-10-19,Anjali Chauhan,Marker,Stationery,4,35
1602,2023-08-13,Rohit Gupta,Pen,Stationery,4,20
1605,2023-12-24,Rohit Gupta,Notebook,Stationery,3,99
1608,2023-05-21,Rohit Gupta,Notebook,Stationery,3,99
1609,2023-04-20,Amit Sharma,Pen,Stationery,3,20
1612,2023-01-05,Amit Sharma,Marker,Stationery,4,35
1613,2023-11-28,Rahul Mehta,Notebook,Stationery,4,99
1615,2023-09-25,Anjali Chauhan,Notebook,Stationery,2,99
1616,2023-07-10,Rahul Mehta,Pen,Stationery,4,20
1621,2023-08-31,Neha Verma,Marker,Stationery,2,35
1629,2023-07-08,Neha Verma,Pen,Stationery,3,20
1630,2023-02-26,Neha Verma,Notebook,Stationery,3,99
1631,2023-05-07,Amit Sharma,Marker,Stationery,5,35
1633,2023-10-16,Rahul Mehta,Pen,Stationery,5,20
1644,2023-09-30,Amit Sharma,Pen,Stationery,2,20
1649,2023-06-20,Rahul Mehta,Notebook,Stationery,3,99
1652,2023-11-16,Anjali Chauhan,Notebook,Stationery,1,99
1653,2023-04-25,Neha Verma,Marker,Stationery,4,35
1655,2023-10-10,Rahul Mehta,Marker,Stationery,3,35
1659,2023-07-01,Neha Verma,Notebook,Stationery,3,99
1666,2023-08-21,Rohit Gupta,Notebook,Stationery,1,99
1667,2023-09-21,Anjali Chauhan,Pen,Stationery,5,20
1675,2023-05-28,Neha Verma,Notebook,Stationery,1,99
1676,2023-12-19,Amit Sharma,Pen,Stationery,1,20
1677,2023-01-28,Neha Verma,Marker,Stationery,1,35
1681,2023-03-09,Anjali Chauhan,Pen,Stationery,1,20
1689,2023-04-03,Priya Singh,Marker,Stationery,2,35
1690,2023-11-26,Anjali Chauhan,Notebook,Stationery,3,99
1699,2023-07-08,Neha Verma,Notebook,Stationery,5,99
1700,2023-11-19,Amit Sharma,Pen,Stationery,2,20
1701,2023-06-09,Priya Singh,Notebook,Stationery,2,99
1703,2023-04-09,Neha Verma,Notebook,Stationery,4,99
1704,2023-07-23,Amit Sharma,Marker,Stationery,5,35
1706,2023-02-02,Rahul Mehta,Notebook,Stationery,5,99
1708,2023-05-28,Amit Sharma,Notebook,Stationery,3,99
1712,2023-11-23,Neha Verma,Notebook,Stationery,3,99
1714,2023-02-22,Neha Verma,Notebook,Stationery,2,99
1715,2023-02-07,Rahul Mehta,Marker,Stationery,5,35
1718,2023-05-18,Rohit Gupta,Marker,Stationery,3,35
1719,2023-06-17,Neha Verma,Marker,Stationery,5,35
1721,2023-08-11,Amit Sharma,Pen,Stationery,5,20
1722,2023-04-28,Neha Verma,Marker,Stationery,3,35
1734,2023-01-30,Neha Verma,Pen,Stationery,5,20
1739,2023-06-07,Amit Sharma,Notebook,Stationery,1,99
1743,2023-03-13,Amit Sharma,Notebook,Stationery,1,99
1747,2023-01-17,Amit Sharma,Marker,Stationery,5,35
1750,2023-03-09,Neha Verma,Notebook,Stationery,5,99
1751,2023-09-08,Anjali Chauhan,Notebook,Stationery,4,99
1760,2023-11-25,Amit Sharma,Notebook,Stationery,4,99
1765,2023-04-09,Amit Sharma,Pen,Stationery,3,20
1769,2023-05-24,Amit Sharma,Pen,Stationery,4,20
1770,2023-09-28,Anjali Chauhan,Pen,Stationery,1,20
1771,2023-01-26,Rahul Mehta,Pen,Stationery,3,20
1774,2023-05-13,Amit Sharma,Pen,Stationery,5,20
1775,2023-01-02,Rahul Mehta,Pen,Stationery,4,20
1786,2023-12-27,Priya Singh,Marker,Stationery,3,35
1791,2023-07-04,Anjali Chauhan,Pen,Stationery,3,20
1794,2023-10-05,Amit Sharma,Notebook,Stationery,5,99
1795,2023-01-05,Rohit Gupta,Marker,Stationery,3,35
1796,2023-06-25,Priya Singh,Notebook,Stationery,2,99
1799,2023-01-23,Rohit Gupta,Marker,Stationery,4,35
1800,2023-05-11,Neha Verma,Marker,Stationery,1,35
1801,2023-11-15,Amit Sharma,Marker,Stationery,1,35
1805,2023-01-03,Priya Singh,Marker,Stationery,2,35
1806,2023-09-10,Priya Singh,Pen,Stationery,3,20
1807,2023-05-22,Rohit Gupta,Marker,Stationery,2,35
1809,2023-08-14,Rohit Gupta,Pen,Stationery,1,20
1811,2023-03-12,Anjali Chauhan,Marker,Stationery,5,35
1812,2023-03-04,Priya Singh,Pen,Stationery,1,20
1813,2023-06-03,Neha Verma,Marker,Stationery,1,35
1815,2023-08-17,Neha Verma,Notebook,Stationery,4,99
1817,2023-09-24,Amit Sharma,Pen,Stationery,5,20
1819,2023-04-20,Rohit Gupta,Marker,Stationery,3,35
1821,2023-08-20,Anjali Chauhan,Marker,Stationery,5,35
1823,2023-04-17,Rohit Gupta,Notebook,Stationery,5,99
1824,2023-04-16,Anjali Chauhan,Marker,Stationery,5,35
1826,2023-12-03,Neha Verma,Pen,Stationery,3,20
1842,2023-10-11,Rahul Mehta,Pen,Stationery,5,20
1844,2023-01-24,Amit Sharma,Marker,Stationery,4,35
1847,2023-03-03,Neha Verma,Marker,Stationery,4,35
1850,2023-04-14,Rahul Mehta,Pen,Stationery,4,20
1856,2023-03-13,Priya Singh,Notebook,Stationery,2,99
1863,2023-07-03,Rahul Mehta,Marker,Stationery,5,35
1868,2023-06-28,Rohit Gupta,Pen,Stationery,1,20
1876,2023-07-09,Neha Verma,Marker,Stationery,1,35
1877,2023-02-18,Neha Verma,Pen,Stationery,2,20
1884,2023-10-26,Priya Singh,Pen,Stationery,1,20
1886,2023-10-18,Rahul Mehta,Marker,Stationery,1,35
1894,2023-08-27,Neha Verma,Notebook,Stationery,2,99
1899,2023-07-13,Priya Singh,Notebook,Stationery,2,99
1905,2023-06-22,Priya Singh,Pen,Stationery,3,20
1908,2023-07-08,Rahul Mehta,Pen,Stationery,2,20
1909,2023-05-08,Neha Verma,Notebook,Stationery,2,99
1911,2023-08-03,Neha Verma,Notebook,Stationery,5,99
1925,2023-11-14,Priya Singh,Marker,Stationery,5,35
1926,2023-07-26,Neha Verma,Notebook,Stationery,4,99
1927,2023-04-13,Neha Verma,Marker,Stationery,1,35
1928,2023-08-10,Anjali Chauhan,Pen,Stationery,5,20
1929,2023-01-05,Anjali Chauhan,Pen,Stationery,1,20
1933,2023-02-16,Rohit Gupta,Pen,Stationery,5,20
1934,2023-03-17,Rahul Mehta,Marker,Stationery,1,35
1938,2023-06-18,Rohit Gupta,Pen,Stationery,3,20
1942,2023-01-02,Amit Sharma,Notebook,Stationery,2,99
1943,2023-12-26,Anjali Chauhan,Marker,Stationery,3,35
1945,2023-10-17,Rohit Gupta,Pen,Stationery,3,20
1947,2023-08-29,Amit Sharma,Notebook,Stationery,5,99
1952,2023-08-25,Priya Singh,Notebook,Stationery,5,99
1953,2023-03-28,Rahul Mehta,Pen,Stationery,4,20
1954,2023-12-21,Priya Singh,Notebook,Stationery,2,99
1956,2023-07-17,Rahul Mehta,Marker,Stationery,2,35
1958,2023-09-16,Rahul Mehta,Pen,Stationery,5,20
1963,2023-03-08,Priya Singh,Pen,Stationery,5,20
1970,2023-11-09,Priya Singh,Notebook,Stationery,1,99
1971,2023-10-25,Neha Verma,Marker,Stationery,1,35
1976,2023-10-24,Anjali Chauhan,Notebook,Stationery,4,99
1983,2023-12-10,Anjali Chauhan,Marker,Stationery,3,35
1988,2023-05-29,Neha Verma,Marker,Stationery,3,35
1991,2023-12-20,Anjali Chauhan,Pen,Stationery,2,20
1997,2023-07-04,Rohit Gupta,Pen,Stationery,2,20
1999,2023-07-29,Priya Singh,Notebook,Stationery,5,99
